date,open,high,low,close,volume
2026-06-11 15:00:00+05:30,23177.05,23192.45,23138.85,23145.0,0
2026-06-11 15:05:00+05:30,23146.25,23152.4,23131.95,23143.3,0
2026-06-11 15:10:00+05:30,23143.85,23169.55,23137.9,23165.8,0
2026-06-11 15:15:00+05:30,23165.3,23188.15,23156.4,23173.8,0
2026-06-11 15:20:00+05:30,23172.0,23183.75,23164.75,23173.6,0
2026-06-11 15:25:00+05:30,23173.6,23194.9,23170.95,23186.55,0
2026-06-12 09:15:00+05:30,23412.55,23455.95,23405.0,23444.65,0
2026-06-12 09:20:00+05:30,23447.05,23451.9,23423.0,23423.35,0
2026-06-12 09:25:00+05:30,23423.8,23431.55,23400.55,23401.2,0
2026-06-12 09:30:00+05:30,23402.85,23410.15,23385.65,23407.95,0
2026-06-12 09:35:00+05:30,23409.35,23410.65,23388.3,23396.1,0
2026-06-12 09:40:00+05:30,23396.9,23397.7,23364.25,23370.1,0
2026-06-12 09:45:00+05:30,23370.6,23379.85,23357.05,23379.35,0
2026-06-12 09:50:00+05:30,23380.75,23380.75,23355.25,23358.15,0
2026-06-12 09:55:00+05:30,23361.45,23361.45,23345.95,23346.55,0
2026-06-12 10:00:00+05:30,23348.7,23349.85,23327.65,23342.55,0
2026-06-12 10:05:00+05:30,23343.4,23359.15,23341.1,23347.55,0
2026-06-12 10:10:00+05:30,23349.05,23353.6,23339.4,23342.65,0
2026-06-12 10:15:00+05:30,23345.15,23349.1,23323.9,23326.85,0
2026-06-12 10:20:00+05:30,23328.2,23355.2,23322.65,23355.2,0
2026-06-12 10:25:00+05:30,23356.35,23362.9,23342.4,23345.85,0
2026-06-12 10:30:00+05:30,23346.75,23356.8,23342.8,23349.85,0
2026-06-12 10:35:00+05:30,23351.05,23355.1,23341.55,23354.25,0
2026-06-12 10:40:00+05:30,23355.55,23357.5,23347.2,23349.7,0
2026-06-12 10:45:00+05:30,23350.95,23354.8,23329.95,23345.5,0
2026-06-12 10:50:00+05:30,23346.5,23354.55,23336.75,23354.1,0
2026-06-12 10:55:00+05:30,23355.4,23359.85,23352.3,23358.25,0
2026-06-12 11:00:00+05:30,23359.2,23359.2,23345.7,23353.35,0
2026-06-12 11:05:00+05:30,23355.05,23357.4,23344.45,23355.35,0
2026-06-12 11:10:00+05:30,23356.25,23378.35,23352.4,23378.05,0
2026-06-12 11:15:00+05:30,23379.1,23380.65,23360.05,23361.45,0
2026-06-12 11:20:00+05:30,23363.1,23365.75,23349.7,23365.45,0
2026-06-12 11:25:00+05:30,23366.5,23366.95,23353.0,23357.4,0
